,Precipitacion_mm,Temp_Max_C,Temp_Min_C,Temp_Media_C,Humedad_Relativa,Velocidad_Viento,Radiacion_Solar,Anio,Mes,ONI,VolumenUtilDiarioMasa,irca,POBLACION TOTAL,DENSIDAD POBLACIONAL,INDICE DE DESEMPENO INSTITUCIONAL,ACCESO A AGUA POTABLE ADECUADO,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,COBERTURA DE ACUEDUCTO URBANO,COBERTURA DE ACUEDUCTO RURAL,COBERTURA DE ALCANTARILLADO URBANO,COBERTURA DE ALCANTARILLADO RURAL,CONTINUIDAD DE ACUEDUCTO URBANO,CALIDAD DEL AGUA,AGUAS RESIDUALES TRATADAS,Nivel_Minimo,CONDUCTIVIDAD ELECTRICA,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),DEMANDA QUIMICA DE OXIGENO (DQO),FOSFORO TOTAL,NITROGENO TOTAL,OXIGENO DISUELTO (OD),SOLIDOS SUSPENDIDOS TOTALES,TEMPERATURA,TURBIDEZ,pH
Nivel_Minimo,-0.07992761053151042,0.26009675687083067,0.12328973861871034,0.221975535599313,-0.3504404032196338,0.22582883377389704,0.0912123194292248,0.1542058308876453,0.05494726666056572,-0.051612504527523854,0.30546880657619047,0.061540757134162835,0.8267638495159672,0.7040999979488151,,0.17878567736374779,0.1686458777244479,0.17878567736374767,0.1850003630571574,0.06194078026209465,-0.02287627111691448,,,,1.0,-0.43706854019701075,-0.3886027017476321,-0.08620458651619557,0.13732562383426664,,-0.5117764343346932,0.6388357739108331,0.7131010834765341,0.7996356127801872,-0.5729888472196178
CONDUCTIVIDAD ELECTRICA,-0.3794558619967454,0.6754409107655281,0.2672309711917507,0.5182849002934562,-0.7857005887589088,-0.036985257078815115,0.1396577521771733,0.38025008002746596,0.14154843495538616,-0.2666707325613968,-0.07744231110813278,0.27098479448000307,0.8619537926675054,0.8414613402522286,0.6423207431509059,0.38934832658594815,0.2889848541967775,0.33987307150783314,0.41976789551649,0.1861533338046287,-0.23966397195474806,,0.47189390908715084,0.2934854366663909,-0.43706854019701075,1.0,0.5637625184798303,0.719718080680289,0.9141256446746779,0.9319835782330247,-0.7635359193974837,0.2896624531891696,0.4951994959704961,-0.20384745837203375,0.28127777658981534
DEMANDA BIOQUIMICA DE OXIGENO (DBO5),-0.021455951077568456,-0.28708489542854404,-0.29822791960544387,-0.31801212077512186,-0.11449620709207939,-0.03327154804619573,-0.42687760174489636,-0.00288592478493518,-0.18186110806292308,-0.01673788411917651,-0.31976398686683816,0.3401991051269506,-0.38382564523831836,-0.38106540386116233,,-0.3827118775408581,-0.02504223850111718,-0.39996730442353656,-0.37863323602232046,-0.14731337319126064,0.2883807128849212,,-1.0,-1.0,-0.3886027017476321,0.5637625184798303,1.0,0.5242774090946274,0.09314795468007303,0.5869164031905093,0.20536503638940729,-0.1510528106086678,-0.3914574208333092,-0.059890838132137365,0.7106454845063302
DEMANDA QUIMICA DE OXIGENO (DQO),-0.10846766064048577,0.39514565718704003,0.12254006007232042,0.2807215190514399,-0.5286654022125911,-0.0785946131058827,-0.08850673278978746,0.20365469074483278,0.008465419536219786,-0.23783307832043124,-0.2991787543025804,0.40335660988258876,0.5799106521258719,0.5535673411786384,0.7984031019722234,0.16554393998183964,0.19829919255572526,0.13207622673974245,0.19058583930609688,0.011978939444637252,0.007615366226400961,,0.22205279313718043,0.1460165044151489,-0.08620458651619557,0.719718080680289,0.5242774090946274,1.0,0.649379347483494,0.7347691187182083,-0.5634989660318762,0.2650987377465772,0.2958232794126989,-0.012043198688261427,0.38276571890227457
FOSFORO TOTAL,-0.3655929498101121,0.6593333340934094,0.30836255475324914,0.5358548926137648,-0.7251110640826779,-0.042809007208699366,0.05761111201494773,0.38967883722781743,0.14155659822829125,-0.2963961843847241,-0.006288852928134508,0.22869383104869312,0.8818171731579585,0.867321880399887,0.6749434914474639,0.4591343236657352,0.30927437367821853,0.41664098432766855,0.4880271344663334,0.23830446717881384,-0.2134906556722858,,0.47707399164470443,0.28892468630002816,0.13732562383426664,0.9141256446746779,0.09314795468007303,0.649379347483494,1.0,0.8270654645434151,-0.7678003818412584,0.5108846534626124,0.48871799523926596,0.5412436869638776,0.17413651396339963
NITROGENO TOTAL,-0.36886093571714523,0.6773555802449812,0.27360806638951196,0.536174430880981,-0.7515621641211647,-0.025368947151950476,0.2843707277144987,-0.20392155715263427,0.1953094363860313,-0.20160640215049233,-0.11932628417187638,0.3572619781210574,0.7497102795315989,0.7362901208741066,0.6109960344993463,0.3760924832481719,0.3898563228040449,0.2808555013342458,0.4340655285163475,-0.02761702380783805,-0.07748348147199803,,0.40129185320610816,0.2084213568812839,,0.9319835782330247,0.5869164031905093,0.7347691187182083,0.8270654645434151,1.0,-0.6137416975573362,0.20033778165973712,0.6221290933263841,-0.2241094703960092,0.5498420480759016
OXIGENO DISUELTO (OD),0.16113045368517584,-0.8452082831174603,-0.6220767992510715,-0.7962425704800324,0.6388817929819669,0.08313582334585631,-0.20954481954003765,-0.5031956760947406,-0.07024600869475402,0.3289291172526014,0.0696637698182548,-0.07077663895302162,-0.8659236844879361,-0.8876789949778077,-0.9946976878214308,-0.7158818882870452,-0.36350717068629085,-0.654525454133197,-0.7479876127113941,-0.14125791942902843,0.4431757510724208,,-0.34766504255243985,-0.7797865091371275,-0.5117764343346932,-0.7635359193974837,0.20536503638940729,-0.5634989660318762,-0.7678003818412584,-0.6137416975573362,1.0,-0.3513874097635692,-0.6359124619952512,-0.3302350290320422,0.08999577838185986
SOLIDOS SUSPENDIDOS TOTALES,-0.24152727400009172,0.3003575509374064,0.2903348421876958,0.3509220132520638,-0.2147396005083426,0.03133056249497559,0.09522497073246504,0.1175076190483013,0.2614224274871692,-0.02947936404403558,0.027707732710929373,0.018702193583233336,0.4205635342628807,0.43442636083457764,0.9326897814624298,0.37937084355235107,0.08970971781523297,0.4220959149193472,0.39434201785194106,0.11145915831252952,-0.05380922323029452,,0.15125859992725216,-0.08690556751438384,0.6388357739108331,0.2896624531891696,-0.1510528106086678,0.2650987377465772,0.5108846534626124,0.20033778165973712,-0.3513874097635692,1.0,0.2648774906937833,0.8175967966425479,-0.026722154040667148
TEMPERATURA,-0.09301184577929325,0.8120301126283962,0.7131558014089412,0.7812578101959871,-0.4592549160838103,-0.18649792690309433,0.35518822596211336,-0.06342495560000574,0.07253580386781933,-0.1016810236171298,-0.13386011175187026,-0.13098599873478325,0.5544804942160322,0.6075522466993226,0.9256959649302327,0.67686053414027,0.4330266797271836,0.5741610052634587,0.7760656052800782,-0.19884812356548082,-0.28949049170697966,,0.6858323737993114,0.6884220666332722,0.7131010834765341,0.4951994959704961,-0.3914574208333092,0.2958232794126989,0.48871799523926596,0.6221290933263841,-0.6359124619952512,0.2648774906937833,1.0,0.33143653943698737,0.07568833677591913
TURBIDEZ,0.03011242743808459,0.2915271996487829,0.3890693718388068,0.39649806293929757,-0.008563828345846493,0.02666544314685128,0.14774168966717713,0.2704284191327212,-0.0011813221657066037,-0.08287207166646829,0.323852901792617,-0.1155654960511252,0.4872106816250005,0.48157803293461215,1.0,0.45728924939537724,-0.08877170498542238,0.49614783017772857,0.4757218234477035,0.22789700142068123,-0.3841955629240749,,0.3114666913639133,0.30062677874863347,0.7996356127801872,-0.20384745837203375,-0.059890838132137365,-0.012043198688261427,0.5412436869638776,-0.2241094703960092,-0.3302350290320422,0.8175967966425479,0.33143653943698737,1.0,-0.2966181541160521
