,Precipitacion_mm,Temp_Max_C,Temp_Min_C,Temp_Media_C,Humedad_Relativa,Velocidad_Viento,Radiacion_Solar,Anio,Mes,ONI,VolumenUtilDiarioMasa,irca,POBLACION TOTAL,DENSIDAD POBLACIONAL,INDICE DE DESEMPENO INSTITUCIONAL,ACCESO A AGUA POTABLE ADECUADO,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,COBERTURA DE ACUEDUCTO URBANO,COBERTURA DE ACUEDUCTO RURAL,COBERTURA DE ALCANTARILLADO URBANO,COBERTURA DE ALCANTARILLADO RURAL,CONTINUIDAD DE ACUEDUCTO URBANO,CALIDAD DEL AGUA,AGUAS RESIDUALES TRATADAS,Nivel_Minimo,CONDUCTIVIDAD ELECTRICA,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),DEMANDA QUIMICA DE OXIGENO (DQO),FOSFORO TOTAL,NITROGENO TOTAL,OXIGENO DISUELTO (OD),SOLIDOS SUSPENDIDOS TOTALES,TEMPERATURA,TURBIDEZ,pH
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,0.021659891221059976,0.5353784650110955,0.6993819380518612,0.6134903817115854,-0.09114528105726209,-0.12704531055014323,0.2054597298378407,-0.21673486797855085,0.0,-0.1257372123861838,-0.33126421547698864,-0.2724606851434096,0.4980809296191196,0.4980809296191196,0.2,0.7870728070034804,1.0,0.5659512365875284,0.5954008071083364,-0.28006100174129855,-0.31808465373094963,,-0.2155727271443866,-0.049088069367381595,0.8509099042394004,0.07077930784706449,-0.3151717619646319,-0.005773794280224241,0.25299936803965467,0.23282940223138893,-0.424542777542034,0.4147867922191414,0.5762045823665686,0.4543333355777561,-0.36414737826795057
COBERTURA DE ACUEDUCTO URBANO,0.0793980649914357,0.5391310127459359,0.590548807253591,0.611796914141652,-0.08472991209930328,0.16402201139925288,0.08108973939169131,0.22360679774997896,0.0,0.045943755842480415,0.20906027202310126,-0.11150681138936737,0.6736491520518402,0.6736491520518402,,0.805211928902431,0.5659512365875284,1.0,0.6868295951599089,0.1970059570589586,-0.5655209336910499,,,,0.8404886071070661,0.28579830697348013,-0.4794069199521,0.16755347119156758,0.4619111207686428,0.32732683535398854,-0.6744882979413848,0.6034534106539285,0.5777562396116038,0.6154244410706586,-0.4113570019428818
COBERTURA DE ACUEDUCTO RURAL,0.03069077471302442,0.794300946050853,0.826454738200026,0.8563239866598242,-0.28131983756450907,-0.0255063758095474,0.2671924482255924,0.12565617248750865,0.0,0.025818161911704426,0.10917816632172607,0.16460490040005743,0.8990755888590045,0.8990755888590045,0.7745966692414833,0.7277811844324164,0.5954008071083364,0.6868295951599089,1.0,0.2185862471932729,-0.5667350044327922,,0.629940788348712,0.7745966692414833,0.8564759543080146,0.4100006994661819,-0.503684648219569,0.214078807972236,0.5703341366581778,0.5348405573334052,-0.7666594471413443,0.5934458298559258,0.734966380856178,0.6147624402164161,-0.28876755500204543
COBERTURA DE ALCANTARILLADO URBANO,0.03214645210433645,0.18591617169691638,0.09782688783609415,0.17681073881406292,-0.13365655790707084,-0.027466660316562145,0.1003925880219537,0.6623703042426295,0.0,0.01647412365930556,0.595077465684646,0.3385714808706034,0.36456072614698487,0.36456072614698487,-0.9486832980505139,-0.0831509779424536,-0.28006100174129855,0.1970059570589586,0.2185862471932729,1.0,-0.06340542371062731,,-0.8486684247915055,-0.6324555320336759,-0.3230702771333085,0.33789444860618895,-0.1543033499620919,0.2926995929856517,0.3314109837539248,-0.03870624902856388,-0.38734274576120487,0.25378176036265254,-0.043239699488228645,0.125862896956603,-0.0798948413381055
COBERTURA DE ALCANTARILLADO RURAL,-0.1456855212497464,-0.29771936050358616,-0.4526026019591243,-0.41281481652871094,-0.13674176106587446,-0.2058113265765833,0.03047374490297631,-0.31153747351560346,0.0,-0.053214886919296676,-0.26965645581384867,0.2740219131903385,-0.45123877080363145,-0.45123877080363145,-0.7745966692414833,-0.5798728752256133,-0.31808465373094963,-0.5655209336910499,-0.5667350044327922,-0.06340542371062731,1.0,,-0.629940788348712,-0.7745966692414833,-0.7755365347753621,-0.20130456878015635,0.5138254785968848,0.029720309209882386,-0.3441353582284666,-0.193390195754594,0.5138288982293561,-0.39289950603975426,-0.5284827021480574,-0.5263060791369093,0.42943860679589896
CONTINUIDAD DE ACUEDUCTO URBANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALIDAD DEL AGUA,0.143960588065884,0.1078690024652539,0.11590830219890914,0.14035607970804925,0.10015719545780305,0.38459041798494875,-0.19958086938672406,-0.10910894511799618,0.0,0.028252909435471034,0.09194621406122841,0.5030030300035687,0.21428571428571427,0.21428571428571427,1.0,0.16488754406534833,-0.2155727271443866,,0.629940788348712,-0.8486684247915055,-0.629940788348712,,1.0,0.7319250547113999,,0.5654461466217139,-1.0,0.39665625210776945,0.5148091782675306,0.5907646307988055,-0.5974790825125827,0.09283444198266944,0.6920385675071722,0.14712247158412492,0.24474534704521944
AGUAS RESIDUALES TRATADAS,0.2518273815507985,0.13179884900817504,0.32899390592476363,0.24191715085452506,0.3310067518514835,0.18884605098204563,-0.09078105095880923,0.0,0.0,0.0,0.0,0.049088069367381595,0.19518001458970663,0.19518001458970663,0.8,0.3119251469460218,-0.049088069367381595,,0.7745966692414833,-0.6324555320336759,-0.7745966692414833,,0.7319250547113999,1.0,,0.26352313834736496,-1.0,0.21081851067789195,0.26352313834736496,0.15811388300841897,-0.4763305116224668,0.15811388300841897,0.5270462766947299,0.29277002188455997,-0.21081851067789195
Nivel_Minimo,0.4377696875109977,0.34174037072740204,0.65295744613665,0.5123188175142963,0.28140705807596256,0.2736839279427646,-0.2812638121261479,0.502668768982242,0.0946805379389849,-0.12337305775189406,0.13601209050097957,-0.3059252255649718,0.8574413833324961,0.8574413833324961,,0.8404886071070661,0.8509099042394004,0.8404886071070661,0.8564759543080146,-0.3230702771333085,-0.7755365347753621,,,,1.0,-0.7762237762237763,-0.3404271044608361,-0.4203158810030077,-0.16783216783216784,,0.08391608391608392,0.17482517482517482,0.4125874125874126,0.6386004222984786,-0.7552447552447552
CONDUCTIVIDAD ELECTRICA,-0.2954621848739496,0.6849472969003587,0.16807529792718093,0.5988906779530515,-0.6007827320514887,-0.007935945659378423,0.22425508422032228,0.36012457093205774,0.13755340490766205,-0.36012085055377246,-0.08143720110537678,0.43068844101209774,0.6407895410572909,0.6407895410572909,1.0,0.37133704466021644,0.07077930784706449,0.28579830697348013,0.4100006994661819,0.33789444860618895,-0.20130456878015635,,0.5654461466217139,0.26352313834736496,-0.7762237762237763,1.0,0.36011739134610005,0.763287509601228,0.8023677187449753,0.9177339901477832,-0.7561350464690479,0.27298706050494964,0.46236973140844106,-0.16842427808073987,0.4919678268139545
