FechaPublicacion,Fecha,CodigoEmbalse,RegionHidrologica,CapacidadUtilMasa,VolumenUtilDiarioMasa,VolumenTotalMasa,VertimientosMasa
2023-12-19,2019-09-08,PENOL,Antioquia,1044020000,733689000,811519000,0
2023-12-19,2019-09-08,ESMERALD,Oriente,587590000,490578000,513878000,0
2023-12-19,2019-09-08,SANLOREN,Antioquia,161860000,99770000,116970000,0
2023-12-19,2019-09-08,AGREGADO_SIN,Colombia,13327990000,9522862000,12243372000,0
2023-12-19,2019-09-08,MIEL1,Caldas,441380000,299650000,349570000,0
2023-12-19,2019-09-08,ELQUIMBO,Centro,2360260000,2131740000,2577180000,0
2023-12-19,2019-09-08,TRONERAS,Antioquia,21900000,6419000,15059000,0
2023-12-19,2019-09-08,RIOGRAN2,Antioquia,137060000,49897000,98707000,0
2023-12-19,2019-09-08,PRADO,Centro,420660000,233390000,563410000,0
2023-12-19,2019-09-08,MUNA,Centro,12640000,4100000,4150000,0
2023-12-19,2019-09-08,PLAYAS,Antioquia,49160000,36888000,56818000,0
2023-12-19,2019-09-08,MIRAFLOR,Antioquia,96580000,52345000,57985000,0
2023-12-19,2019-09-08,GUAVIO,Oriente,764340000,710357000,728067000,0
2023-12-19,2019-09-08,CALIMA1,Valle,424660000,305570000,411090000,0
2023-12-19,2019-09-08,AGREGADO_BOGOTA,Centro,825890000,401383000,401383000,0
2023-12-19,2019-09-08,BETANIA,Centro,755980000,613060000,1057130000,0
2023-12-19,2019-09-08,SALVAJIN,Valle,714740000,343090000,436730000,0
2023-12-19,2019-09-08,SOGAMOSO,Centro,2756310000,1637210000,2218800000,0
2023-12-19,2019-09-08,PORCE2,Antioquia,88820000,48732000,88932000,0
2023-12-19,2019-09-08,ALTOANCH,Valle,31780000,2070000,8790000,0
2023-12-19,2019-09-08,PORCE3,Antioquia,130870000,97420000,127190000,0
2023-12-19,2019-09-08,URRA1,Caribe,1237910000,984690000,1340900000,0
2023-12-19,2019-09-08,CHUZA,Oriente,215190000,221314000,231414000,0
2023-12-19,2019-06-05,PORCE2,Antioquia,88820000,69043000,109243000,0
2023-12-19,2019-06-05,TRONERAS,Antioquia,21900000,22365000,31005000,189562
2023-12-19,2019-06-05,CALIMA1,Valle,424660000,288800000,394320000,0
2023-12-19,2019-06-05,ALTOANCH,Valle,31780000,5990000,12710000,0
2023-12-19,2019-06-05,AGREGADO_BOGOTA,Centro,825890000,309775000,309775000,0
2023-12-19,2019-06-05,PORCE3,Antioquia,130870000,96085000,125855000,0
2023-12-19,2019-06-05,URRA1,Caribe,1237910000,896860000,1253070000,0
2023-12-19,2019-06-05,SOGAMOSO,Centro,2756310000,2493770000,3075360000,0
2023-12-19,2019-06-05,BETANIA,Centro,755980000,646550000,1090620000,0
2023-12-19,2019-06-05,SANLOREN,Antioquia,161860000,142550000,159750000,0
2023-12-19,2019-06-05,AGREGADO_SIN,Colombia,13327990000,9632865000,12353375000,9748945
2023-12-19,2019-06-05,ESMERALD,Oriente,587590000,120246000,143546000,0
2023-12-19,2019-06-05,ELQUIMBO,Centro,2360260000,1473970000,1919410000,0
2023-12-19,2019-06-05,MUNA,Centro,12640000,8850000,8900000,0
2023-12-19,2019-06-05,PENOL,Antioquia,1044020000,829788000,907618000,0
2023-12-19,2019-06-05,MIEL1,Caldas,441380000,343890000,393810000,0
2023-12-19,2019-06-05,PRADO,Centro,420660000,501270000,831290000,0
2023-12-19,2019-06-05,CHUZA,Oriente,215190000,95505000,105605000,0
2023-12-19,2019-06-05,PUNCHINA,Antioquia,48390000,28180000,36380000,0
2023-12-19,2019-06-05,MIRAFLOR,Antioquia,96580000,47900000,53540000,0
2023-12-19,2019-06-05,RIOGRAN2,Antioquia,137060000,142263000,191073000,1902874
2023-12-19,2019-06-05,GUAVIO,Oriente,764340000,337551000,355261000,0
2023-12-19,2019-06-05,SALVAJIN,Valle,714740000,675160000,768800000,0
2023-12-19,2019-06-05,PLAYAS,Antioquia,49160000,56504000,76434000,7656509
2023-09-25,2022-12-04,ELQUIMBO,Centro,2295040000,2142819000,2607639000,0
2023-09-25,2022-12-04,AGREGADO_SIN,Colombia,14202110000,12481031000,16064041000,163761778
2023-09-25,2022-12-04,MUNA,Centro,12330000,11351000,11431000,0
2023-09-25,2022-12-04,CALIMA1,Valle,424660000,389650000,495170000,0
2023-09-25,2022-12-04,AGREGADO_BOGOTA,Centro,895870000,565809000,565809000,0
2023-09-25,2022-12-04,GUAVIO,Oriente,756830000,723110000,738810000,0
2023-09-25,2022-12-04,ITUANGO,Antioquia,965000000,539748000,1395748000,152275939
2023-09-25,2022-12-04,PORCE3,Antioquia,131300000,105254000,134724000,0
2023-09-25,2022-12-04,PENOL,Antioquia,1042180000,1053882000,1131722000,966384
2023-09-25,2022-12-04,BETANIA,Centro,736350000,641795000,1097295000,987221
2023-09-25,2022-12-04,PLAYAS,Antioquia,49160000,52393000,72323000,2539210
2023-09-25,2022-12-04,RIOGRAN2,Antioquia,138780000,140904000,188834000,656640
2023-09-25,2022-12-04,SOGAMOSO,Centro,2694230000,2657400000,3222030000,0
2023-09-25,2022-12-04,ALTOANCH,Valle,31780000,8300000,15020000,0
2023-09-25,2022-12-04,ESMERALD,Oriente,582920000,576242000,596952000,0
2023-09-25,2022-12-04,CHUZA,Oriente,215190000,146627000,156727000,0
2023-09-25,2022-12-04,MIRAFLOR,Antioquia,137120000,137300000,142620000,0
2023-09-25,2022-12-04,SALVAJIN,Valle,714740000,301470000,395110000,0
2023-09-25,2022-12-04,MIEL1,Caldas,427530000,429480000,475760000,1207872
2023-09-25,2022-12-04,PUNCHINA,Antioquia,43920000,15080000,29000000,0
2023-09-25,2022-12-04,URRA1,Caribe,1213370000,1145090000,1499100000,0
2023-09-25,2022-12-04,PORCE2,Antioquia,85880000,61252000,100042000,0
2023-09-25,2022-12-04,PRADO,Centro,427220000,459960000,790750000,4469280
2023-09-25,2022-12-04,SANLOREN,Antioquia,161510000,161640000,178500000,659232
2023-09-25,2022-12-04,TRONERAS,Antioquia,19200000,14475000,22925000,0
2026-05-21,2026-03-09,PUNCHINA,Antioquia,43960000,20340000,34320000,0
2026-05-21,2026-03-09,SANLOREN,Antioquia,161510000,121840000,138700000,0
2026-05-21,2026-03-09,ITUANGO,Antioquia,132000000,130370000,1429370000,67427680
2026-05-21,2026-03-09,MIRAFLOR,Antioquia,137120000,128470000,133790000,0
2026-05-21,2026-03-09,PENOL,Antioquia,1042180000,880270000,958110000,0
2026-05-21,2026-03-09,PLAYAS,Antioquia,48020000,51660000,71230000,2740260
2026-05-21,2026-03-09,PORCE2,Antioquia,85880000,51580000,90370000,0
2026-05-21,2026-03-09,PORCE3,Antioquia,131830000,71490000,100940000,0
2026-05-21,2026-03-09,RIOGRAN2,Antioquia,137620000,123600000,171240000,0
2026-05-21,2026-03-09,TRONERAS,Antioquia,19200000,8200000,16650000,0
2026-05-21,2026-03-09,MIEL1,Caldas,441790000,341830000,389840000,0
2026-05-21,2026-03-09,URRA1,Caribe,1213370000,932490000,1286500000,0
2026-05-21,2026-03-09,SOGAMOSO,Centro,2650650000,2518570000,3074410000,0
2026-05-21,2026-03-09,PRADO,Centro,653070000,424680000,752500000,0
2026-05-21,2026-03-09,BETANIA,Centro,723600000,551970000,1000160000,0
2026-05-21,2026-03-09,ELQUIMBO,Centro,2295040000,1377330000,1842150000,0
2026-05-21,2026-03-09,MUNA,Centro,12330000,5290000,5370000,0
2026-05-21,2026-03-09,ESMERALD,Oriente,460780000,261050000,328750000,0
2026-05-21,2026-03-09,CHUZA,Oriente,218110000,79910000,90230000,0
2026-05-21,2026-03-09,GUAVIO,Oriente,529770000,327700000,570460000,0
2026-05-21,2026-03-09,ALTOANCH,Valle,32060000,16800000,23120000,0
2026-05-21,2026-03-09,CALIMA1,Valle,424940000,412170000,516530000,0
2026-05-21,2026-03-09,SALVAJIN,Valle,715770000,488670000,580120000,0
2026-05-21,2026-03-09,AGREGADO,Centro,896490000,513360000,513360000,0
2026-04-30,2025-09-12,ESMERALD,Oriente,582920000,554110000,574820000,4590000
2026-04-30,2025-09-12,PORCE2,Antioquia,85880000,40370000,79160000,0
2026-04-30,2025-09-12,PENOL,Antioquia,1042180000,989400000,1067240000,0
2026-04-30,2025-09-12,PLAYAS,Antioquia,48020000,53460000,73030000,5600530
2026-04-30,2025-09-12,SALVAJIN,Valle,715770000,337480000,428930000,0
2026-04-30,2025-09-12,ITUANGO,Antioquia,132000000,79800000,1378800000,0
2026-04-30,2025-09-12,RIOGRAN2,Antioquia,137620000,133250000,180890000,0
2026-04-30,2025-09-12,PUNCHINA,Antioquia,43960000,19250000,33230000,0
2026-04-30,2025-09-12,ALTOANCH,Valle,32060000,11140000,17460000,0
2026-04-30,2025-09-12,PRADO,Centro,653070000,217790000,545610000,0
2026-04-30,2025-09-12,PORCE3,Antioquia,131830000,89700000,119150000,6186670
2026-04-30,2025-09-12,CHUZA,Oriente,218110000,189810000,200130000,0
2026-04-30,2025-09-12,AGREGADO,Centro,896490000,586550000,586550000,0
2026-04-30,2025-09-12,TRONERAS,Antioquia,19200000,16380000,24830000,0
2026-04-30,2025-09-12,MIRAFLOR,Antioquia,137120000,74900000,80220000,0
2026-04-30,2025-09-12,ELQUIMBO,Centro,2295040000,2216290000,2681110000,5672600
2026-04-30,2025-09-12,GUAVIO,Oriente,529770000,502870000,745630000,0
2026-04-30,2025-09-12,MUNA,Centro,12330000,11420000,11500000,0
2026-04-30,2025-09-12,CALIMA1,Valle,424940000,376700000,481060000,0
2026-04-30,2025-09-12,URRA1,Caribe,1213370000,1039330000,1393340000,0
2026-04-30,2025-09-12,SOGAMOSO,Centro,2650650000,2571110000,3135740000,4020440
2026-04-30,2025-09-12,SANLOREN,Antioquia,161510000,150600000,167460000,0
2026-04-30,2025-09-12,MIEL1,Caldas,441790000,330550000,378560000,0
2026-04-30,2025-09-12,BETANIA,Centro,736350000,560380000,1015880000,0
2025-07-29,2025-05-11,MIEL1,Caldas,427530000,379880000,426160000,0
2025-07-29,2025-05-11,CALIMA1,Valle,424940000,286650000,391010000,0
2025-07-29,2025-05-11,ESMERALD,Oriente,582920000,254614000,275324000,0
2025-07-29,2025-05-11,SOGAMOSO,Centro,2694230000,2331030000,2895660000,0
2025-07-29,2025-05-11,MUNA,Centro,12330000,11630000,11710000,0
2025-07-29,2025-05-11,AGREGADO,Centro,896490000,434880000,434880100,0
2025-07-29,2025-05-11,PORCE2,Antioquia,85880000,68350000,107140000,14256000
2025-07-29,2025-05-11,GUAVIO,Oriente,529770000,330344000,573104000,0
2025-07-29,2025-05-11,MIRAFLOR,Antioquia,137120000,3470000,8790000,0
2025-07-29,2025-05-11,ELQUIMBO,Centro,2295040000,1899382000,2364202000,0
2025-07-29,2025-05-11,ALTOANCH,Valle,32060000,11880000,18200000,0
2025-07-29,2025-05-11,ITUANGO,Antioquia,132000000,121440000,1420440000,108806720
2025-07-29,2025-05-11,PORCE3,Antioquia,131830000,118960000,148410000,7265550
2025-07-29,2025-05-11,PUNCHINA,Antioquia,43960000,15390000,29370000,0
2025-07-29,2025-05-11,BETANIA,Centro,736350000,666573000,1122073000,23641384
2025-07-29,2025-05-11,URRA1,Caribe,1213370000,1050090000,1404100000,0
2025-07-29,2025-05-11,SANLOREN,Antioquia,161510000,138990000,155850000,0
2025-07-29,2025-05-11,AGREGADO_SIN,Colombia,13372270000,10219350000,14468280100,178168564
2025-07-29,2025-05-11,SALVAJIN,Valle,715770000,539330000,630780000,0
2025-07-29,2025-05-11,CHUZA,Oriente,218110000,100177000,110497000,0
2025-07-29,2025-05-11,RIOGRAN2,Antioquia,137620000,142330000,189970000,2037490
2025-07-29,2025-05-11,PENOL,Antioquia,1042180000,786860000,864700000,0
2025-07-29,2025-05-11,TRONERAS,Antioquia,19200000,21810000,30260000,2787350
2025-07-29,2025-05-11,PRADO,Centro,654040000,449860000,780650000,6099620
2025-07-29,2025-05-11,PLAYAS,Antioquia,48020000,55430000,75000000,7174830
2024-05-10,2024-03-16,ALTOANCH,Valle,32060000,580000,6900000,0
2024-05-10,2024-03-16,ITUANGO,Antioquia,522000000,46972000,1345972000,0
2024-05-10,2024-03-16,PORCE3,Antioquia,131300000,49957000,79427000,0
2024-05-10,2024-03-16,PUNCHINA,Antioquia,43920000,16290000,30210000,0
2024-05-10,2024-03-16,URRA1,Caribe,1213370000,670520000,1024530000,0
2024-05-10,2024-03-16,AGREGADO_SIN,Colombia,13762860000,4805226000,9054406000,0
2024-05-10,2024-03-16,CALIMA1,Valle,424940000,212480000,316840000,0
2024-05-10,2024-03-16,ESMERALD,Oriente,582920000,143578000,164288000,0
2024-05-10,2024-03-16,SOGAMOSO,Centro,2694230000,783100000,1347730000,0
2024-05-10,2024-03-16,RIOGRAN2,Antioquia,138780000,28177000,76107000,0
2024-05-10,2024-03-16,TRONERAS,Antioquia,19200000,3236000,11686000,0
2024-05-10,2024-03-16,AGREGADO_BOGOTA,Centro,896490000,499738000,499738000,0
2024-05-10,2024-03-16,ELQUIMBO,Centro,2295040000,549458000,1014278000,0
2024-05-10,2024-03-16,PORCE2,Antioquia,85880000,43762000,82552000,0
2024-05-10,2024-03-16,PRADO,Centro,654040000,161220000,492010000,0
2024-05-10,2024-03-16,PLAYAS,Antioquia,48020000,44090000,63660000,0
2024-05-10,2024-03-16,MIEL1,Caldas,427530000,138480000,184760000,0
2024-05-10,2024-03-16,BETANIA,Centro,736350000,540051000,995551000,0
2024-05-10,2024-03-16,SANLOREN,Antioquia,161510000,43000000,59860000,0
2024-05-10,2024-03-16,SALVAJIN,Valle,715770000,241060000,332510000,0
2024-05-10,2024-03-16,CHUZA,Oriente,218110000,42639000,52959000,0
2024-05-10,2024-03-16,PENOL,Antioquia,1042180000,446050000,523890000,0
2024-05-10,2024-03-16,MUNA,Centro,12330000,4047000,4127000,0
2024-05-10,2024-03-16,GUAVIO,Oriente,529770000,62491000,305251000,0
2024-05-10,2024-03-16,MIRAFLOR,Antioquia,137120000,34250000,39570000,0
2023-09-25,2023-02-20,URRA1,Caribe,1213370000,948070000,1302080000,0
2023-09-25,2023-02-20,ITUANGO,Antioquia,965000000,554548000,1410548000,36384509
2023-09-25,2023-02-20,RIOGRAN2,Antioquia,138780000,79565000,127495000,0
2023-09-25,2023-02-20,ELQUIMBO,Centro,2295040000,1359317000,1824137000,0
2023-09-25,2023-02-20,PORCE2,Antioquia,85880000,34665000,73455000,0
2023-09-25,2023-02-20,MUNA,Centro,12330000,11073000,11153000,0
2023-09-25,2023-02-20,PUNCHINA,Antioquia,43920000,21610000,35530000,0
2023-09-25,2023-02-20,CHUZA,Oriente,215190000,75627000,85727000,0
2023-09-25,2023-02-20,BETANIA,Centro,736350000,614486000,1069986000,0
2023-09-25,2023-02-20,AGREGADO_SIN,Colombia,14202110000,9330527000,12913537000,36384509
2023-09-25,2023-02-20,MIEL1,Caldas,427530000,268860000,315140000,0
2023-09-25,2023-02-20,GUAVIO,Oriente,756830000,451535000,467235000,0
2023-09-25,2023-02-20,AGREGADO_BOGOTA,Centro,895870000,538296000,538296000,0
2023-09-25,2023-02-20,TRONERAS,Antioquia,19200000,12072000,20522000,0
2023-09-25,2023-02-20,PRADO,Centro,427220000,350890000,681680000,0
2023-09-25,2023-02-20,SOGAMOSO,Centro,2694230000,1878270000,2442900000,0
2023-09-25,2023-02-20,CALIMA1,Valle,424660000,330930000,436450000,0
2023-09-25,2023-02-20,SANLOREN,Antioquia,161510000,103250000,120110000,0
2023-09-25,2023-02-20,PENOL,Antioquia,1042180000,851768000,929608000,0
2023-09-25,2023-02-20,SALVAJIN,Valle,714740000,363450000,457090000,0
2023-09-25,2023-02-20,PORCE3,Antioquia,131300000,86191000,115661000,0
2023-09-25,2023-02-20,MIRAFLOR,Antioquia,137120000,92870000,98190000,0
2023-09-25,2023-02-20,PLAYAS,Antioquia,49160000,40472000,60402000,0
2023-09-25,2023-02-20,ESMERALD,Oriente,582920000,253192000,273902000,0
2023-09-25,2023-02-20,ALTOANCH,Valle,31780000,9520000,16240000,0
2024-11-18,2024-11-17,RIOGRAN2,Antioquia,138780000,128654000,176584000,0
2024-11-18,2024-11-17,ITUANGO,Antioquia,132000000,53136000,1352136000,13381978
2024-11-18,2024-11-17,MIEL1,Caldas,427530000,334250000,380530000,0
2024-11-18,2024-11-17,TRONERAS,Antioquia,19200000,21520000,29970000,1657930
2024-11-18,2024-11-17,PORCE3,Antioquia,131830000,101707000,131157000,0
2024-11-18,2024-11-17,PUNCHINA,Antioquia,43920000,42930000,56850000,388860
2024-11-18,2024-11-17,PORCE2,Antioquia,85880000,66864000,105654000,0
2024-11-18,2024-11-17,BETANIA,Centro,736350000,489270000,944770000,0
2024-11-18,2024-11-17,URRA1,Caribe,1213370000,992040000,1346050000,0
2024-11-18,2024-11-17,SANLOREN,Antioquia,161510000,151380000,168240000,0
2024-11-18,2024-11-17,AGREGADO_SIN,Colombia,13373390000,9060689000,13309849000,74632178
2024-11-18,2024-11-17,CALIMA1,Valle,424940000,141350000,245710000,0
2024-11-18,2024-11-17,ESMERALD,Oriente,582920000,554234000,574944000,0
2024-11-18,2024-11-17,SOGAMOSO,Centro,2694230000,2704070000,3268700000,59203410
2024-11-18,2024-11-17,CHUZA,Oriente,218110000,87744000,98064000,0
2024-11-18,2024-11-17,PENOL,Antioquia,1042180000,682841000,760681000,0
2024-11-18,2024-11-17,MUNA,Centro,12330000,11421000,11501000,0
2024-11-18,2024-11-17,ELQUIMBO,Centro,2295040000,1174684000,1639504000,0
2024-11-18,2024-11-17,GUAVIO,Oriente,529770000,456476000,699236000,0
2024-11-18,2024-11-17,PRADO,Centro,654040000,238150000,568940000,0
2024-11-18,2024-11-17,PLAYAS,Antioquia,48020000,25212000,44782000,0
2024-11-18,2024-11-17,MIRAFLOR,Antioquia,137120000,0,5320000,0
2024-11-18,2024-11-17,ALTOANCH,Valle,32060000,7030000,13350000,0
2024-11-18,2024-11-17,SALVAJIN,Valle,715770000,109170000,200620000,0
2024-11-18,2024-11-17,AGREGADO_BOGOTA,Centro,896490000,486556000,486556000,0
2023-09-25,2023-07-20,PENOL,Antioquia,1042180000,971894000,1049734000,0
2023-09-25,2023-07-20,ELQUIMBO,Centro,2295040000,1823365000,2288185000,0
2023-09-25,2023-07-20,ESMERALD,Oriente,582920000,493702000,514412000,0
2023-09-25,2023-07-20,PRADO,Centro,654040000,333250000,664040000,0
2023-09-25,2023-07-20,MIEL1,Caldas,427530000,387760000,434040000,0
2023-09-25,2023-07-20,BETANIA,Centro,736350000,594100000,1049600000,0
2023-09-25,2023-07-20,AGREGADO_SIN,Colombia,14428070000,11680605000,15262095000,31667674
2023-09-25,2023-07-20,SOGAMOSO,Centro,2694230000,2510250000,3074880000,0
2023-09-25,2023-07-20,ITUANGO,Antioquia,965000000,558602000,1414602000,31664736
2023-09-25,2023-07-20,SALVAJIN,Valle,714740000,631620000,725260000,0
2023-09-25,2023-07-20,CALIMA1,Valle,424940000,346110000,450470000,0
2023-09-25,2023-07-20,URRA1,Caribe,1213370000,1056140000,1410150000,0
2023-09-25,2023-07-20,PORCE3,Antioquia,131300000,71829000,101299000,0
2023-09-25,2023-07-20,ALTOANCH,Valle,31780000,3400000,10120000,0
2023-09-25,2023-07-20,MIRAFLOR,Antioquia,137120000,99060000,104380000,0
2023-09-25,2023-07-20,TRONERAS,Antioquia,19200000,17954000,26404000,2938
2023-09-25,2023-07-20,CHUZA,Oriente,215190000,101035000,111135000,0
2023-09-25,2023-07-20,MUNA,Centro,12330000,11910000,11990000,0
2023-09-25,2023-07-20,PLAYAS,Antioquia,48020000,32120000,51690000,0
2023-09-25,2023-07-20,RIOGRAN2,Antioquia,138780000,132524000,180454000,0
2023-09-25,2023-07-20,PORCE2,Antioquia,85880000,45514000,84304000,0
2023-09-25,2023-07-20,AGREGADO_BOGOTA,Centro,895870000,603724000,603724000,0
2023-09-25,2023-07-20,PUNCHINA,Antioquia,43920000,21040000,34960000,0
2023-09-25,2023-07-20,GUAVIO,Oriente,756830000,684932000,700632000,0
2023-09-25,2023-07-20,SANLOREN,Antioquia,161510000,148770000,165630000,0
2023-12-09,2023-12-08,PUNCHINA,Antioquia,43920000,3400000,17320000,0
2023-12-09,2023-12-08,ELQUIMBO,Centro,2295040000,1471303000,1936123000,0
2023-12-09,2023-12-08,PORCE2,Antioquia,85880000,47806000,86596000,0
2023-12-09,2023-12-08,CHUZA,Oriente,215190000,91479000,101579000,0
2023-12-09,2023-12-08,PENOL,Antioquia,1042180000,870182000,948022000,0
2023-12-09,2023-12-08,AGREGADO_BOGOTA,Centro,896490000,584828000,584828000,0
2023-12-09,2023-12-08,BETANIA,Centro,736350000,468427000,923927000,0
2023-12-09,2023-12-08,MIRAFLOR,Antioquia,137120000,112080000,117400000,0
2023-12-09,2023-12-08,RIOGRAN2,Antioquia,138780000,127242000,175172000,0
2023-12-09,2023-12-08,MUNA,Centro,12330000,8195000,8275000,0
2023-12-09,2023-12-08,GUAVIO,Oriente,529770000,425677000,668437000,0
2023-12-09,2023-12-08,SANLOREN,Antioquia,161510000,138950000,155810000,0
2023-12-09,2023-12-08,SALVAJIN,Valle,715770000,349700000,441150000,0
2023-12-09,2023-12-08,SOGAMOSO,Centro,2694230000,2337140000,2901770000,0
2023-12-09,2023-12-08,ITUANGO,Antioquia,522000000,47269000,1346269000,0
2023-12-09,2023-12-08,ESMERALD,Oriente,582920000,542070000,562780000,0
2023-12-09,2023-12-08,CALIMA1,Valle,424940000,301040000,405400000,0
2023-12-09,2023-12-08,MIEL1,Caldas,427530000,374880000,421160000,0
2023-12-09,2023-12-08,AGREGADO_SIN,Colombia,13759940000,9798430000,14047390000,0
2023-12-09,2023-12-08,PRADO,Centro,654040000,287030000,617820000,0
2023-12-09,2023-12-08,PORCE3,Antioquia,131300000,74875000,104345000,0
2023-12-09,2023-12-08,PLAYAS,Antioquia,48020000,30715000,50285000,0
2023-12-09,2023-12-08,TRONERAS,Antioquia,19200000,7152000,15602000,0
2023-12-09,2023-12-08,URRA1,Caribe,1213370000,1092850000,1446860000,0
2023-12-09,2023-12-08,ALTOANCH,Valle,32060000,4140000,10460000,0
2023-12-19,2020-04-20,AGREGADO_SIN,Colombia,13313710000,4525094000,7244684000,0
2023-12-19,2020-04-20,MIEL1,Caldas,427530000,98000000,144280000,0
2023-12-19,2020-04-20,SALVAJIN,Valle,714740000,176490000,270130000,0
2023-12-19,2020-04-20,PORCE2,Antioquia,88820000,41781000,81981000,0
2023-12-19,2020-04-20,AGREGADO_BOGOTA,Centro,825890000,298351000,298351000,0
2023-12-19,2020-04-20,RIOGRAN2,Antioquia,138780000,20552000,68482000,0
2023-12-19,2020-04-20,MUNA,Centro,12640000,6100000,6150000,0
2023-12-19,2020-04-20,MIRAFLOR,Antioquia,96580000,19998000,25638000,0
2023-12-19,2020-04-20,SANLOREN,Antioquia,161860000,58860000,76060000,0
2023-12-19,2020-04-20,URRA1,Caribe,1237910000,423400000,779610000,0
2023-12-19,2020-04-20,PENOL,Antioquia,1044020000,386510000,464340000,0
2023-12-19,2020-04-20,TRONERAS,Antioquia,21900000,6368000,15008000,0
2023-12-19,2020-04-20,CHUZA,Oriente,215190000,120056000,130156000,0
2023-12-19,2020-04-20,ELQUIMBO,Centro,2360260000,906174000,1351614000,0
2023-12-19,2020-04-20,ALTOANCH,Valle,31780000,3470000,10190000,0
2023-12-19,2020-04-20,ESMERALD,Oriente,582920000,25373000,46083000,0
2023-12-19,2020-04-20,PUNCHINA,Antioquia,43920000,27780000,41700000,0
2023-12-19,2020-04-20,PLAYAS,Antioquia,49160000,21508000,41438000,0
2023-12-19,2020-04-20,BETANIA,Centro,755980000,543157000,987227000,0
2023-12-19,2020-04-20,SOGAMOSO,Centro,2756310000,691140000,1272730000,0
2023-12-19,2020-04-20,PORCE3,Antioquia,131300000,47179000,76649000,0
2023-12-19,2020-04-20,GUAVIO,Oriente,764340000,206607000,224317000,0
2023-12-19,2020-04-20,PRADO,Centro,427220000,205370000,536160000,0
2023-12-19,2020-04-20,CALIMA1,Valle,424660000,190870000,296390000,0
2025-01-08,2025-01-07,ALTOANCH,Valle,32060000,12970000,19290000,0
2025-01-08,2025-01-07,BETANIA,Centro,736350000,570087000,1025587000,0
2025-01-08,2025-01-07,SANLOREN,Antioquia,161510000,148710000,165570000,0
2025-01-08,2025-01-07,ESMERALD,Oriente,582920000,446009000,466719000,0
2025-01-08,2025-01-07,SOGAMOSO,Centro,2694230000,2443160000,3007790000,0
2025-01-08,2025-01-07,CHUZA,Oriente,218110000,82841000,93161000,0
2025-01-08,2025-01-07,RIOGRAN2,Antioquia,138780000,133231000,181161000,0
2025-01-08,2025-01-07,ITUANGO,Antioquia,132000000,56465000,1355465000,25925530
2025-01-08,2025-01-07,MIEL1,Caldas,427530000,421580000,467860000,0
2025-01-08,2025-01-07,PORCE3,Antioquia,131830000,97913000,127363000,0
2025-01-08,2025-01-07,TRONERAS,Antioquia,19200000,12450000,20900000,0
2025-01-08,2025-01-07,PUNCHINA,Antioquia,43920000,33470000,47390000,0
2025-01-08,2025-01-07,URRA1,Caribe,1213370000,1172400000,1526410000,0
2025-01-08,2025-01-07,CALIMA1,Valle,424940000,196640000,301000000,0
2025-01-08,2025-01-07,PENOL,Antioquia,1042180000,818202000,896042000,0
2025-01-08,2025-01-07,AGREGADO_BOGOTA,Centro,896490000,476453000,476453000,0
2025-01-08,2025-01-07,ELQUIMBO,Centro,2295040000,1488778000,1953598000,0
2025-01-08,2025-01-07,PORCE2,Antioquia,85880000,61818000,100608000,0
2025-01-08,2025-01-07,PLAYAS,Antioquia,48020000,28270000,47840000,0
2025-01-08,2025-01-07,MIRAFLOR,Antioquia,137120000,0,5320000,0
2025-01-08,2025-01-07,AGREGADO_SIN,Colombia,13373390000,10211455000,14460615000,25925530
2025-01-08,2025-01-07,SALVAJIN,Valle,715770000,546230000,637680000,0
2025-01-08,2025-01-07,MUNA,Centro,12330000,8127000,8207000,0
2025-01-08,2025-01-07,GUAVIO,Oriente,529770000,490821000,733581000,0
2025-01-08,2025-01-07,PRADO,Centro,654040000,464830000,795620000,0
2023-09-25,2022-09-29,PLAYAS,Antioquia,49160000,56646000,76576000,10621411
2023-09-25,2022-09-29,SANLOREN,Antioquia,161510000,164560000,181420000,2240352
2023-09-25,2022-09-29,BETANIA,Centro,736350000,487303000,942803000,0
2023-09-25,2022-09-29,CALIMA1,Valle,424660000,340440000,445960000,0
2023-09-25,2022-09-29,PRADO,Centro,427220000,223490000,554280000,0
2023-09-25,2022-09-29,AGREGADO_BOGOTA,Centro,895870000,545248000,545248000,0
2023-09-25,2022-09-29,TRONERAS,Antioquia,19200000,3610000,12060000,0
2023-09-25,2022-09-29,PORCE3,Antioquia,131300000,95615000,125085000,11060237
2023-09-25,2022-09-29,AGREGADO_SIN,Colombia,13237110000,10559646000,13286656000,76283172
2023-09-25,2022-09-29,MIRAFLOR,Antioquia,137120000,139530000,144850000,0
2023-09-25,2022-09-29,PENOL,Antioquia,1042180000,1062660000,1140500000,2253744
2023-09-25,2022-09-29,ALTOANCH,Valle,31780000,5340000,12060000,0
2023-09-25,2022-09-29,ELQUIMBO,Centro,2295040000,1801008000,2265828000,0
2023-09-25,2022-09-29,MIEL1,Caldas,427530000,285300000,331580000,0
2023-09-25,2022-09-29,URRA1,Caribe,1213370000,976350000,1330360000,0
2023-09-25,2022-09-29,MUNA,Centro,12330000,10244000,10324000,0
2023-09-25,2022-09-29,SOGAMOSO,Centro,2694230000,2572150000,3136780000,41966388
2023-09-25,2022-09-29,RIOGRAN2,Antioquia,138780000,143557000,191487000,1613434
2023-09-25,2022-09-29,GUAVIO,Oriente,756830000,704816000,720516000,0
