FechaPublicacion,Fecha,CodigoEmbalse,RegionHidrologica,CapacidadUtilMasa,VolumenUtilDiarioMasa,VolumenTotalMasa,VertimientosMasa
2023-12-19,2019-10-13,AGREGADO_SIN,Colombia,13321490000,8854923000,11581933000,265507
2023-12-19,2019-10-13,PLAYAS,Antioquia,49160000,37690000,57620000,0
2023-12-19,2019-10-13,PORCE3,Antioquia,130870000,68554000,98324000,0
2023-12-19,2019-10-13,AGREGADO_BOGOTA,Centro,825890000,394462000,394462000,0
2023-12-19,2019-10-13,MIEL1,Caldas,441380000,344990000,394910000,0
2023-12-19,2019-10-13,BETANIA,Centro,755980000,549400000,993470000,0
2023-12-19,2019-10-13,ESMERALD,Oriente,587590000,381516000,404816000,0
2023-12-19,2019-10-13,CHUZA,Oriente,215190000,221491000,231591000,0
2023-12-19,2019-10-13,GUAVIO,Oriente,764340000,710729000,728439000,0
2023-12-19,2019-10-13,SALVAJIN,Valle,714740000,140210000,233850000,0
2023-12-19,2019-10-13,MUNA,Centro,12640000,7580000,7630000,0
2023-12-19,2019-10-13,ELQUIMBO,Centro,2360260000,2002450000,2447890000,0
2023-12-19,2019-10-13,MIRAFLOR,Antioquia,96580000,61717000,67357000,0
2023-12-19,2019-10-13,CALIMA1,Valle,424660000,247410000,352930000,0
2023-12-19,2019-10-13,URRA1,Caribe,1237910000,1010350000,1366560000,0
2023-12-19,2019-10-13,SANLOREN,Antioquia,161860000,113260000,130460000,0
2023-12-19,2019-10-13,PUNCHINA,Antioquia,41890000,16190000,30890000,0
2023-12-19,2019-10-13,PRADO,Centro,420660000,205760000,535780000,0
2023-12-19,2019-10-13,TRONERAS,Antioquia,21900000,18235000,26875000,265507
2023-12-19,2019-10-13,RIOGRAN2,Antioquia,137060000,60851000,109661000,0
2023-12-19,2019-10-13,PENOL,Antioquia,1044020000,688654000,766484000,0
2023-12-19,2019-10-13,ALTOANCH,Valle,31780000,13750000,20470000,0
2023-12-19,2019-10-13,SOGAMOSO,Centro,2756310000,1503510000,2085100000,0
2023-12-19,2019-10-13,PORCE2,Antioquia,88820000,56164000,96364000,0
2023-12-19,2021-02-08,PUNCHINA,Antioquia,43920000,20860000,34780000,0
2023-12-19,2021-02-08,PLAYAS,Antioquia,49160000,48485000,68415000,0
2023-12-19,2021-02-08,PORCE3,Antioquia,131300000,65585000,95055000,0
2023-12-19,2021-02-08,BETANIA,Centro,736350000,581983000,1037483000,0
2023-12-19,2021-02-08,PORCE2,Antioquia,88820000,37963000,78163000,0
2023-12-19,2021-02-08,PRADO,Centro,427220000,275450000,606240000,0
2023-12-19,2021-02-08,ESMERALD,Oriente,582920000,335676000,356386000,0
2023-12-19,2021-02-08,MUNA,Centro,12640000,4470000,4520000,0
2023-12-19,2021-02-08,CALIMA1,Valle,424660000,274000000,379520000,0
2023-12-19,2021-02-08,SOGAMOSO,Centro,2694230000,1311390000,1876020000,0
2023-12-19,2021-02-08,PENOL,Antioquia,1044020000,874083000,951913000,0
2023-12-19,2021-02-08,SALVAJIN,Valle,714740000,313550000,407190000,0
2023-12-19,2021-02-08,SANLOREN,Antioquia,161860000,126360000,143560000,0
2023-12-19,2021-02-08,AGREGADO_SIN,Colombia,13232000000,7728662000,10442722000,0
2023-12-19,2021-02-08,MIEL1,Caldas,427530000,373030000,419310000,0
2023-12-19,2021-02-08,URRA1,Caribe,1237910000,946730000,1302940000,0
2023-12-19,2021-02-08,RIOGRAN2,Antioquia,138780000,98957000,146887000,0
2023-12-19,2021-02-08,TRONERAS,Antioquia,21900000,12162000,20802000,0
2023-12-19,2021-02-08,ELQUIMBO,Centro,2360260000,1122382000,1567822000,0
2023-12-19,2021-02-08,AGREGADO_BOGOTA,Centro,825890000,303897000,303897000,0
2023-12-19,2021-02-08,GUAVIO,Oriente,764340000,408792000,426502000,0
2023-12-19,2021-02-08,MIRAFLOR,Antioquia,96580000,69764000,75404000,0
2023-12-19,2021-02-08,CHUZA,Oriente,215190000,119833000,129933000,0
2023-12-19,2021-02-08,ALTOANCH,Valle,31780000,3260000,9980000,0
2023-12-19,2020-11-27,ALTOANCH,Valle,31780000,2850000,9570000,0
2023-12-19,2020-11-27,ESMERALD,Oriente,582920000,499593000,520303000,0
2023-12-19,2020-11-27,TRONERAS,Antioquia,21900000,14233000,22873000,0
2023-12-19,2020-11-27,SALVAJIN,Valle,714740000,160600000,254240000,0
2023-12-19,2020-11-27,BETANIA,Centro,736350000,595693000,1051193000,0
2023-12-19,2020-11-27,SOGAMOSO,Centro,2756310000,2704810000,3286400000,18259776
2023-12-19,2020-11-27,URRA1,Caribe,1237910000,1082960000,1439170000,0
2023-12-19,2020-11-27,AGREGADO_SIN,Colombia,13294080000,10025788000,12756808000,20643724
2023-12-19,2020-11-27,PUNCHINA,Antioquia,43920000,40950000,54870000,0
2023-12-19,2020-11-27,PRADO,Centro,427220000,314740000,645530000,0
2023-12-19,2020-11-27,PORCE3,Antioquia,131300000,97276000,126746000,0
2023-12-19,2020-11-27,SANLOREN,Antioquia,161860000,138530000,155730000,0
2023-12-19,2020-11-27,GUAVIO,Oriente,764340000,613324000,631034000,0
2023-12-19,2020-11-27,MIEL1,Caldas,427530000,384540000,430820000,0
2023-12-19,2020-11-27,PORCE2,Antioquia,88820000,60234000,100434000,0
2023-12-19,2020-11-27,PENOL,Antioquia,1044020000,1010438000,1088268000,0
2023-12-19,2020-11-27,MIRAFLOR,Antioquia,96580000,71527000,77167000,0
2023-12-19,2020-11-27,CHUZA,Oriente,215190000,189756000,199856000,0
2023-12-19,2020-11-27,PLAYAS,Antioquia,49160000,52994000,72924000,1654646
2023-12-19,2020-11-27,CALIMA1,Valle,424660000,223900000,329420000,0
2023-12-19,2020-11-27,AGREGADO_BOGOTA,Centro,825890000,334104000,334104000,0
2023-12-19,2020-11-27,MUNA,Centro,12640000,12360000,12410000,0
2023-12-19,2020-11-27,ELQUIMBO,Centro,2360260000,1278522000,1723962000,0
2023-12-19,2020-11-27,RIOGRAN2,Antioquia,138780000,141854000,189784000,729302
2023-09-25,2022-11-28,TRONERAS,Antioquia,19200000,18910000,27360000,0
2023-09-25,2022-11-28,CALIMA1,Valle,424660000,399110000,504630000,0
2023-09-25,2022-11-28,AGREGADO_SIN,Colombia,13237110000,11981172000,14708182000,34771822
2023-09-25,2022-11-28,PENOL,Antioquia,1042180000,1065805000,1143645000,2406845
2023-09-25,2022-11-28,PRADO,Centro,427220000,480340000,811130000,5743940
2023-09-25,2022-11-28,PORCE2,Antioquia,85880000,67833000,106623000,0
2023-09-25,2022-11-28,PLAYAS,Antioquia,49160000,50921000,70851000,755395
2023-09-25,2022-11-28,URRA1,Caribe,1213370000,1208920000,1562930000,7974700
2023-09-25,2022-11-28,ESMERALD,Oriente,582920000,559251000,579961000,0
2023-09-25,2022-11-28,PORCE3,Antioquia,131300000,85458000,114928000,0
2023-09-25,2022-11-28,MIEL1,Caldas,427530000,403050000,449330000,0
2023-09-25,2022-11-28,MIRAFLOR,Antioquia,137120000,140220000,145540000,0
2023-09-25,2022-11-28,CHUZA,Oriente,215190000,148424000,158524000,0
2023-09-25,2022-11-28,GUAVIO,Oriente,756830000,713000000,728700000,0
2023-09-25,2022-11-28,RIOGRAN2,Antioquia,138780000,148550000,196480000,3743280
2023-09-25,2022-11-28,BETANIA,Centro,736350000,709068000,1164568000,2092176
2023-09-25,2022-11-28,ALTOANCH,Valle,31780000,22480000,29200000,0
2023-09-25,2022-11-28,SALVAJIN,Valle,714740000,270610000,364250000,0
2023-09-25,2022-11-28,AGREGADO_BOGOTA,Centro,895870000,560741000,560741000,0
2023-09-25,2022-11-28,ELQUIMBO,Centro,2295040000,2122850000,2587670000,0
2023-09-25,2022-11-28,PUNCHINA,Antioquia,43920000,21480000,35400000,0
2023-09-25,2022-11-28,SANLOREN,Antioquia,161510000,169520000,186380000,5857920
2023-09-25,2022-11-28,SOGAMOSO,Centro,2694230000,2603280000,3167910000,6197566
2023-09-25,2022-11-28,MUNA,Centro,12330000,11351000,11431000,0
2023-12-19,2020-09-14,CALIMA1,Valle,424660000,254570000,360090000,0
2023-12-19,2020-09-14,PUNCHINA,Antioquia,43920000,27690000,41610000,0
2023-12-19,2020-09-14,SANLOREN,Antioquia,161860000,152520000,169720000,0
2023-12-19,2020-09-14,ESMERALD,Oriente,582920000,462237000,482947000,0
2023-12-19,2020-09-14,ELQUIMBO,Centro,2360260000,1559070000,2004510000,0
2023-12-19,2020-09-14,URRA1,Caribe,1237910000,931150000,1287360000,0
2023-12-19,2020-09-14,TRONERAS,Antioquia,21900000,15850000,24490000,0
2023-12-19,2020-09-14,AGREGADO_BOGOTA,Centro,825890000,329623000,329623000,0
2023-12-19,2020-09-14,MIRAFLOR,Antioquia,96580000,41392000,47032000,0
2023-12-19,2020-09-14,PLAYAS,Antioquia,49160000,38060000,57990000,0
2023-12-19,2020-09-14,BETANIA,Centro,736350000,628163000,1083663000,0
2023-12-19,2020-09-14,RIOGRAN2,Antioquia,138780000,96833000,144763000,0
2023-12-19,2020-09-14,PORCE2,Antioquia,88820000,73512000,113712000,0
2023-12-19,2020-09-14,GUAVIO,Oriente,764340000,643120000,660830000,0
2023-12-19,2020-09-14,PENOL,Antioquia,1044020000,782844000,860674000,0
2023-12-19,2020-09-14,SALVAJIN,Valle,714740000,158840000,252480000,0
2023-12-19,2020-09-14,MIEL1,Caldas,427530000,349060000,395340000,0
2023-12-19,2020-09-14,CHUZA,Oriente,215190000,202523000,212623000,0
2023-12-19,2020-09-14,SOGAMOSO,Centro,2756310000,1621220000,2202810000,0
2023-12-19,2020-09-14,ALTOANCH,Valle,31780000,11950000,18670000,0
2023-12-19,2020-09-14,PRADO,Centro,427220000,186610000,517400000,0
2023-12-19,2020-09-14,PORCE3,Antioquia,131300000,81488000,110958000,0
2023-12-19,2020-09-14,AGREGADO_SIN,Colombia,13294080000,8652225000,11383245000,0
2023-12-19,2020-09-14,MUNA,Centro,12640000,3900000,3950000,0
2023-12-19,2019-11-24,ELQUIMBO,Centro,2360260000,1905870000,2351310000,0
2023-12-19,2019-11-24,PRADO,Centro,420660000,405100000,735120000,0
2023-12-19,2019-11-24,SANLOREN,Antioquia,161860000,140150000,157350000,0
2023-12-19,2019-11-24,AGREGADO_BOGOTA,Centro,825890000,385989000,385989000,0
2023-12-19,2019-11-24,ESMERALD,Oriente,587590000,274665000,297965000,0
2023-12-19,2019-11-24,CALIMA1,Valle,424660000,320170000,425690000,0
2023-12-19,2019-11-24,BETANIA,Centro,755980000,579810000,1023880000,0
2023-12-19,2019-11-24,SALVAJIN,Valle,714740000,344760000,438400000,0
2023-12-19,2019-11-24,MIEL1,Caldas,441380000,419890000,469810000,0
2023-12-19,2019-11-24,PUNCHINA,Antioquia,41890000,26700000,41400000,0
2023-12-19,2019-11-24,PENOL,Antioquia,1044020000,790488000,868318000,0
2023-12-19,2019-11-24,MUNA,Centro,12640000,10670000,10720000,0
2023-12-19,2019-11-24,URRA1,Caribe,1237910000,1092220000,1448430000,0
2023-12-19,2019-11-24,MIRAFLOR,Antioquia,96580000,79318000,84958000,0
2023-12-19,2019-11-24,AGREGADO_SIN,Colombia,13321490000,10336555000,13063565000,0
2023-12-19,2019-11-24,SOGAMOSO,Centro,2756310000,2352650000,2934240000,0
2023-12-19,2019-11-24,PORCE2,Antioquia,88820000,47397000,87597000,0
2023-12-19,2019-11-24,PORCE3,Antioquia,130870000,95531000,125301000,0
2023-12-19,2019-11-24,CHUZA,Oriente,215190000,196895000,206995000,0
2023-12-19,2019-11-24,ALTOANCH,Valle,31780000,9990000,16710000,0
2023-12-19,2019-11-24,TRONERAS,Antioquia,21900000,13700000,22340000,0
2023-12-19,2019-11-24,RIOGRAN2,Antioquia,137060000,121652000,170462000,0
2023-12-19,2019-11-24,PLAYAS,Antioquia,49160000,30810000,50740000,0
2023-12-19,2019-11-24,GUAVIO,Oriente,764340000,692130000,709840000,0
2023-12-19,2020-11-24,SANLOREN,Antioquia,161860000,140820000,158020000,0
2023-12-19,2020-11-24,PUNCHINA,Antioquia,43920000,40320000,54240000,0
2023-12-19,2020-11-24,BETANIA,Centro,736350000,629821000,1085321000,0
2023-12-19,2020-11-24,AGREGADO_BOGOTA,Centro,825890000,333282000,333282000,0
2023-12-19,2020-11-24,MIRAFLOR,Antioquia,96580000,70734000,76374000,0
2023-12-19,2020-11-24,PENOL,Antioquia,1044020000,1015394000,1093224000,0
2023-12-19,2020-11-24,MUNA,Centro,12640000,11890000,11940000,0
2023-12-19,2020-11-24,CALIMA1,Valle,424660000,220410000,325930000,0
2023-12-19,2020-11-24,MIEL1,Caldas,427530000,382100000,428380000,0
2023-12-19,2020-11-24,URRA1,Caribe,1237910000,1073230000,1429440000,0
2023-12-19,2020-11-24,CHUZA,Oriente,215190000,209878000,219978000,0
2023-12-19,2020-11-24,RIOGRAN2,Antioquia,138780000,140219000,188149000,267408
2023-12-19,2020-11-24,TRONERAS,Antioquia,21900000,15766000,24406000,0
2023-12-19,2020-11-24,SALVAJIN,Valle,714740000,121380000,215020000,0
2023-12-19,2020-11-24,PRADO,Centro,427220000,300520000,631310000,0
2023-12-19,2020-11-24,PORCE3,Antioquia,131300000,93245000,122715000,0
2023-12-19,2020-11-24,PLAYAS,Antioquia,49160000,50676000,70606000,1265933
2023-12-19,2020-11-24,SOGAMOSO,Centro,2756310000,2725380000,3306970000,2690388
2023-12-19,2020-11-24,GUAVIO,Oriente,764340000,616303000,634013000,0
2023-12-19,2020-11-24,PORCE2,Antioquia,88820000,66387000,106587000,0
2023-12-19,2020-11-24,ALTOANCH,Valle,31780000,3310000,10030000,0
2023-12-19,2020-11-24,AGREGADO_SIN,Colombia,13294080000,10030397000,12761417000,4223729
2023-12-19,2020-11-24,ESMERALD,Oriente,582920000,499138000,519848000,0
2023-12-19,2020-11-24,ELQUIMBO,Centro,2360260000,1270194000,1715634000,0
2023-09-24,2022-02-23,ELQUIMBO,Centro,2295040000,907027000,1371847000,0
2023-09-24,2022-02-23,CALIMA1,Valle,424660000,300310000,405830000,0
2023-09-24,2022-02-23,PENOL,Antioquia,1044020000,849821000,927651000,0
2023-09-24,2022-02-23,BETANIA,Centro,736350000,595343000,1050843000,0
2023-09-24,2022-02-23,AGREGADO_BOGOTA,Centro,825890000,428210000,428210000,0
2023-09-24,2022-02-23,AGREGADO_SIN,Colombia,13193510000,7527209000,10256409000,0
2023-09-24,2022-02-23,MIEL1,Caldas,427530000,348460000,394740000,0
2023-09-24,2022-02-23,ESMERALD,Oriente,582920000,269839000,290549000,0
2023-09-24,2022-02-23,RIOGRAN2,Antioquia,138780000,89558000,137488000,0
2023-09-24,2022-02-23,SOGAMOSO,Centro,2694230000,1421080000,1985710000,0
2023-09-24,2022-02-23,PUNCHINA,Antioquia,43920000,21000000,34920000,0
2023-09-24,2022-02-23,MIRAFLOR,Antioquia,137120000,78440000,83760000,0
2023-09-24,2022-02-23,ALTOANCH,Valle,31780000,7070000,13790000,0
2023-09-24,2022-02-23,TRONERAS,Antioquia,19200000,10000000,18450000,0
2023-09-24,2022-02-23,GUAVIO,Oriente,756830000,435116000,450816000,0
2023-09-24,2022-02-23,MUNA,Centro,12330000,10382000,10462000,0
2023-09-24,2022-02-23,PLAYAS,Antioquia,49160000,36398000,56328000,0
2023-09-24,2022-02-23,PORCE3,Antioquia,131300000,50371000,79841000,0
2023-09-24,2022-02-23,SALVAJIN,Valle,714740000,239340000,332980000,0
2023-09-24,2022-02-23,PORCE2,Antioquia,85880000,44802000,83592000,0
2023-09-24,2022-02-23,PRADO,Centro,427220000,341860000,672650000,0
2023-09-24,2022-02-23,CHUZA,Oriente,215190000,89262000,99362000,0
2023-09-24,2022-02-23,URRA1,Caribe,1237910000,858600000,1214810000,0
2023-09-24,2022-02-23,SANLOREN,Antioquia,161510000,94920000,111780000,0
2026-04-30,2025-07-24,RIOGRAN2,Antioquia,137620000,127010000,174650000,0
2026-04-30,2025-07-24,PORCE3,Antioquia,131830000,81820000,111270000,0
2026-04-30,2025-07-24,AGREGADO,Centro,896490000,562247000,562247100,0
2026-04-30,2025-07-24,BETANIA,Centro,736350000,581461000,1036961000,3511233
2026-04-30,2025-07-24,TRONERAS,Antioquia,19200000,8670000,17120000,0
2026-04-30,2025-07-24,PENOL,Antioquia,1042180000,940640000,1018480000,0
2026-04-30,2025-07-24,MIEL1,Caldas,427530000,327120000,373400000,0
2026-04-30,2025-07-24,SOGAMOSO,Centro,2694230000,2493680000,3058310000,0
2026-04-30,2025-07-24,ESMERALD,Oriente,582920000,525560000,546270000,30240000
2026-04-30,2025-07-24,PLAYAS,Antioquia,48020000,26590000,46160000,0
2026-04-30,2025-07-24,PORCE2,Antioquia,85880000,45220000,84010000,0
2026-04-30,2025-07-24,GUAVIO,Oriente,529770000,504051000,746811000,8717760
2026-04-30,2025-07-24,SALVAJIN,Valle,715770000,626700000,718150000,0
2026-04-30,2025-07-24,SANLOREN,Antioquia,161510000,135500000,152360000,0
2026-04-30,2025-07-24,URRA1,Caribe,1213370000,1056430000,1410440000,0
2026-04-30,2025-07-24,PRADO,Centro,654040000,421300000,749120000,0
2026-04-30,2025-07-24,ITUANGO,Antioquia,132000000,45230000,1344230000,0
2026-04-30,2025-07-24,MIRAFLOR,Antioquia,137120000,42500000,47820000,0
2026-04-30,2025-07-24,ELQUIMBO,Centro,2295040000,2141475000,2606295000,6074400
2026-04-30,2025-07-24,CALIMA1,Valle,424940000,370710000,475070000,0
2026-04-30,2025-07-24,CHUZA,Oriente,218110000,199989000,210309000,0
2026-04-30,2025-07-24,ALTOANCH,Valle,32060000,2940000,9260000,0
2026-04-30,2025-07-24,PUNCHINA,Antioquia,43960000,31470000,45450000,0
2026-04-30,2025-07-24,MUNA,Centro,12330000,5226000,5306000,0
2026-04-30,2025-08-18,MUNA,Centro,12330000,5290000,5370000,0
2026-04-30,2025-08-18,AGREGADO,Centro,896490000,585730000,585730000,0
2026-04-30,2025-08-18,PRADO,Centro,653070000,322490000,650310000,0
2026-04-30,2025-08-18,ESMERALD,Oriente,582920000,540440000,561150000,0
2026-04-30,2025-08-18,PORCE3,Antioquia,131830000,112080000,141530000,0
2026-04-30,2025-08-18,SANLOREN,Antioquia,161510000,141110000,157970000,0
2026-04-30,2025-08-18,GUAVIO,Oriente,529770000,495780000,738540000,0
2026-04-30,2025-08-18,MIEL1,Caldas,427530000,304450000,350730000,0
2026-04-30,2025-08-18,MIRAFLOR,Antioquia,137120000,61890000,67210000,0
2026-04-30,2025-08-18,PUNCHINA,Antioquia,43960000,29800000,43780000,0
2026-04-30,2025-08-18,PENOL,Antioquia,1042180000,949760000,1027600000,0
2026-04-30,2025-08-18,RIOGRAN2,Antioquia,137620000,137000000,184640000,0
2026-04-30,2025-08-18,SALVAJIN,Valle,715770000,538920000,630370000,0
2026-04-30,2025-08-18,CALIMA1,Valle,424940000,372770000,477130000,0
2026-04-30,2025-08-18,ITUANGO,Antioquia,132000000,91970000,1390970000,0
2026-04-30,2025-08-18,SOGAMOSO,Centro,2650650000,2618640000,3183270000,0
2026-04-30,2025-08-18,URRA1,Caribe,1213370000,892850000,1246860000,0
2026-04-30,2025-08-18,CHUZA,Oriente,218110000,193680000,204000000,0
2026-04-30,2025-08-18,PORCE2,Antioquia,85880000,69030000,107820000,0
2026-04-30,2025-08-18,TRONERAS,Antioquia,19200000,13270000,21720000,1508890
2026-04-30,2025-08-18,ALTOANCH,Valle,32060000,9700000,16020000,0
2026-04-30,2025-08-18,PLAYAS,Antioquia,48020000,51780000,71350000,3708810
2026-04-30,2025-08-18,ELQUIMBO,Centro,2295040000,2159450000,2624270000,5745300
2026-04-30,2025-08-18,BETANIA,Centro,736350000,614040000,1069540000,0
2023-09-25,2022-11-19,GUAVIO,Oriente,756830000,728092000,743792000,0
2023-09-25,2022-11-19,PENOL,Antioquia,1042180000,1070872000,1148712000,4159642
2023-09-25,2022-11-19,PRADO,Centro,427220000,453490000,784280000,10477020
2023-09-25,2022-11-19,SOGAMOSO,Centro,2694230000,2591390000,3156020000,46364918
2023-09-25,2022-11-19,PORCE2,Antioquia,85880000,48320000,87110000,11754288
2023-09-25,2022-11-19,CHUZA,Oriente,215190000,149692000,159792000,0
2023-09-25,2022-11-19,CALIMA1,Valle,424660000,407590000,513110000,0
2023-09-25,2022-11-19,TRONERAS,Antioquia,19200000,18760000,27210000,851645
2023-09-25,2022-11-19,AGREGADO_SIN,Colombia,13237110000,11883837000,14610847000,106693903
2023-09-25,2022-11-19,BETANIA,Centro,736350000,674914000,1130414000,3689568
2023-09-25,2022-11-19,RIOGRAN2,Antioquia,138780000,141830000,189760000,1039219
2023-09-25,2022-11-19,MIEL1,Caldas,427530000,381640000,427920000,0
2023-09-25,2022-11-19,ELQUIMBO,Centro,2295040000,2149660000,2614480000,0
2023-09-25,2022-11-19,SANLOREN,Antioquia,161510000,170760000,187620000,7629120
2023-09-25,2022-11-19,MUNA,Centro,12330000,10107000,10187000,0
2023-09-25,2022-11-19,URRA1,Caribe,1213370000,1131720000,1485730000,0
2023-09-25,2022-11-19,ESMERALD,Oriente,582920000,567405000,588115000,0
2023-09-25,2022-11-19,PUNCHINA,Antioquia,43920000,31030000,44950000,0
2023-09-25,2022-11-19,PORCE3,Antioquia,131300000,98788000,128258000,13731638
2023-09-25,2022-11-19,PLAYAS,Antioquia,49160000,53501000,73431000,6996845
2023-09-25,2022-11-19,MIRAFLOR,Antioquia,137120000,139790000,145110000,0
2023-09-25,2022-11-19,SALVAJIN,Valle,714740000,301630000,395270000,0
2023-09-25,2022-11-19,AGREGADO_BOGOTA,Centro,895870000,559476000,559476000,0
2023-09-25,2022-11-19,ALTOANCH,Valle,31780000,3380000,10100000,0
2023-12-19,2019-07-22,PORCE3,Antioquia,130870000,77227000,106997000,0
2023-12-19,2019-07-22,SALVAJIN,Valle,714740000,632260000,725900000,0
2023-12-19,2019-07-22,ALTOANCH,Valle,31780000,2500000,9220000,0
2023-12-19,2019-07-22,AGREGADO_BOGOTA,Centro,825890000,373251000,373251000,0
2023-12-19,2019-07-22,CHUZA,Oriente,215190000,165072000,175172000,0
2023-12-19,2019-07-22,TRONERAS,Antioquia,21900000,10672000,19312000,0
2023-12-19,2019-07-22,PORCE2,Antioquia,88820000,39237000,79437000,0
2023-12-19,2019-07-22,PRADO,Centro,420660000,468510000,798530000,0
2023-12-19,2019-07-22,AGREGADO_SIN,Colombia,13327990000,10845373000,13565883000,0
2023-12-19,2019-07-22,PLAYAS,Antioquia,49160000,35990000,55920000,0
2023-12-19,2019-07-22,ESMERALD,Oriente,587590000,356546000,379846000,0
2023-12-19,2019-07-22,URRA1,Caribe,1237910000,982760000,1338970000,0
2023-12-19,2019-07-22,ELQUIMBO,Centro,2360260000,2213660000,2659100000,0
2023-12-19,2019-07-22,GUAVIO,Oriente,764340000,752411000,770121000,20451240
2023-12-19,2019-07-22,MIRAFLOR,Antioquia,96580000,58449000,64089000,0
2023-12-19,2019-07-22,MIEL1,Caldas,441380000,317520000,367440000,0
2023-12-19,2019-07-22,PUNCHINA,Antioquia,48390000,29790000,37990000,0
2023-12-19,2019-07-22,CALIMA1,Valle,424660000,326690000,432210000,0
2023-12-19,2019-07-22,BETANIA,Centro,755980000,592950000,1037020000,0
2023-12-19,2019-07-22,PENOL,Antioquia,1044020000,882186000,960016000,0
2023-12-19,2019-07-22,SANLOREN,Antioquia,161860000,112570000,129770000,0
2023-12-19,2019-07-22,MUNA,Centro,12640000,12570000,12620000,0
2023-12-19,2019-07-22,SOGAMOSO,Centro,2756310000,2303540000,2885130000,0
2023-12-19,2019-07-22,RIOGRAN2,Antioquia,137060000,99012000,147822000,0
2023-09-25,2023-08-11,CHUZA,Oriente,215190000,125498000,135598000,0
2023-09-25,2023-08-11,PUNCHINA,Antioquia,43920000,7630000,21550000,0
2023-09-25,2023-08-11,PLAYAS,Antioquia,48020000,22042000,41612000,0
2023-09-25,2023-08-11,SANLOREN,Antioquia,161510000,142720000,159580000,0
2023-09-25,2023-08-11,PENOL,Antioquia,1042180000,944560000,1022400000,0
2023-09-25,2023-08-11,ALTOANCH,Valle,31780000,1850000,8570000,0
2023-09-25,2023-08-11,PORCE2,Antioquia,85880000,42574000,81364000,0
2023-09-25,2023-08-11,GUAVIO,Oriente,756830000,720105000,735805000,0
2023-09-25,2023-08-11,CALIMA1,Valle,424940000,347490000,451850000,0
2023-09-25,2023-08-11,TRONERAS,Antioquia,19200000,6028000,14478000,0
2023-09-25,2023-08-11,PRADO,Centro,654040000,325870000,656660000,0
2023-09-25,2023-08-11,AGREGADO_SIN,Colombia,14428070000,11647171000,15228661000,17175110
2023-09-25,2023-08-11,AGREGADO_BOGOTA,Centro,895870000,619696000,619696000,0
2023-09-25,2023-08-11,URRA1,Caribe,1213370000,980590000,1334600000,0
2023-09-25,2023-08-11,MUNA,Centro,12330000,11560000,11640000,0
2023-09-25,2023-08-11,PORCE3,Antioquia,131300000,32868000,62338000,0
2023-09-25,2023-08-11,SALVAJIN,Valle,714740000,584960000,678600000,0
2023-09-25,2023-08-11,ELQUIMBO,Centro,2295040000,2041467000,2506287000,0
2023-09-25,2023-08-11,RIOGRAN2,Antioquia,138780000,118225000,166155000,0
2023-09-25,2023-08-11,MIEL1,Caldas,427530000,393710000,439990000,0
2023-09-25,2023-08-11,SOGAMOSO,Centro,2694230000,2389470000,2954100000,0
2023-09-25,2023-08-11,MIRAFLOR,Antioquia,137120000,103030000,108350000,0
2023-09-25,2023-08-11,ESMERALD,Oriente,582920000,574641000,595351000,0
2023-09-25,2023-08-11,ITUANGO,Antioquia,965000000,545912000,1401912000,17175110
2023-09-25,2023-08-11,BETANIA,Centro,736350000,564675000,1020175000,0
2024-07-11,2024-07-10,ALTOANCH,Valle,32060000,5640000,11960000,0
2024-07-11,2024-07-10,ITUANGO,Antioquia,522000000,99746000,1398746000,83050013
2024-07-11,2024-07-10,MIEL1,Caldas,427530000,361060000,407340000,0
2024-07-11,2024-07-10,PORCE3,Antioquia,131300000,64166000,93636000,0
2024-07-11,2024-07-10,PUNCHINA,Antioquia,43920000,8730000,22650000,0
2024-07-11,2024-07-10,BETANIA,Centro,736350000,545927000,1001427000,0
2024-07-11,2024-07-10,URRA1,Caribe,1213370000,894740000,1248750000,0
2024-07-11,2024-07-10,SANLOREN,Antioquia,161510000,167140000,184000000,3972220
2024-07-11,2024-07-10,AGREGADO_SIN,Colombia,13762860000,8895299000,13144479000,103808716
2024-07-11,2024-07-10,CALIMA1,Valle,424940000,185240000,289600000,0
2024-07-11,2024-07-10,SALVAJIN,Valle,715770000,581640000,673090000,0
2024-07-11,2024-07-10,SOGAMOSO,Centro,2694230000,2249120000,2813750000,0
2024-07-11,2024-07-10,ESMERALD,Oriente,582920000,479031000,499741000,16200000
2024-07-11,2024-07-10,CHUZA,Oriente,218110000,87858000,98178000,0
2024-07-11,2024-07-10,RIOGRAN2,Antioquia,138780000,141120000,189050000,586483
2024-07-11,2024-07-10,PENOL,Antioquia,1042180000,519490000,597330000,0
2024-07-11,2024-07-10,TRONERAS,Antioquia,19200000,11900000,20350000,0
2024-07-11,2024-07-10,MUNA,Centro,12330000,8875000,8955000,0
2024-07-11,2024-07-10,AGREGADO_BOGOTA,Centro,896490000,498469000,498469000,0
2024-07-11,2024-07-10,ELQUIMBO,Centro,2295040000,1220724000,1685544000,0
2024-07-11,2024-07-10,PORCE2,Antioquia,85880000,41836000,80626000,0
2024-07-11,2024-07-10,GUAVIO,Oriente,529770000,379967000,622727000,0
2024-07-11,2024-07-10,PRADO,Centro,654040000,316940000,647730000,0
2024-07-11,2024-07-10,PLAYAS,Antioquia,48020000,25940000,45510000,0
2024-07-11,2024-07-10,MIRAFLOR,Antioquia,137120000,0,5320000,0
