Experimento,Fecha,Dominio,Variable_Objetivo,Modelo,Metodo_Transformacion,Ventana,Variables_Predictoras,Muestras,Train,Validacion,Prueba,Neuronas,Dropout,Learning_Rate,Batch_Size,Epocas_Config,Epocas_Ejecutadas,Loss_Train,Loss_Validacion,Loss_Prueba,Accuracy_Train,Accuracy_Validacion,Accuracy_Prueba,Accuracy,Precision,Recall,F1_Score,Especificidad,Accuracy_Balanceada,Estado_General,Tiempo_Segundos
Exp01,2026-07-29 22:25:24.619248,Gestión Hídrica,irca,LSTM,Escalado MinMax,12,8,516,361,77,78,32,0.2,0.001,32,100,43,0.008667116984724998,0.18483346700668335,0.9517776370048523,1.0,0.9220778942108154,0.8461538553237915,0.8461538461538461,0.0,0.0,0.0,1.0,0.5,MODELO NO APTO PARA DETECTAR OBJETIVO,12.172111749649048
