Experimento,Fecha,Dominio,Variable_Objetivo,Modelo,Metodo_Transformacion,Ventana,Variables_Predictoras,Muestras,Train,Validacion,Prueba,Neuronas,Dropout,Learning_Rate,Batch_Size,Epocas_Config,Epocas_Ejecutadas,Loss_Train,Loss_Validacion,Loss_Prueba,MAE_Train,MAE_Validacion,RMSE_Train,RMSE_Validacion,MAE_Prueba,RMSE_Prueba,Accuracy,Precision,Recall,F1_Score,Especificidad,Accuracy_Balanceada,Estado_General,Tiempo_Segundos
Exp04,2026-07-31 01:27:29.112317,Gestión Hídrica,VolumenUtilDiarioMasa,LSTM,RobustScaler,12,8,516,361,77,78,32,0.2,0.001,32,100,35,0.008079231716692448,0.03858808055520058,0.06700899451971054,0.05952026695013046,0.16531023383140564,0.08988454937934875,0.1964384913444519,0.21914055943489075,0.2588609457015991,0.9487179487179487,1.0,0.6363636363636364,0.7777777777777778,1.0,0.8181818181818181,MODELO APROBADO,10.650253295898438
