Experimento,Experimento_Fuente_C13,Fecha,Dominio,Tipo_Problema,Variable_Objetivo,Variable_Objetivo_Cientifico,Modelo,Metodo_Transformacion,Scaler_Ajustado_En,Scaler,Transformacion_Objetivo,Scaler_Objetivo,Scaler_Objetivo_Ajustado_En,Ventana,Horizonte,Variables_Predictoras,Muestras,Train,Validacion,Prueba,Estrategia_Split,Neuronas_LSTM,Dropout,Learning_Rate,Batch_Size,Epocas_Config,Epocas_Ejecutadas,Loss_Prueba,Tiempo_Segundos,Estado_General,MAE_Prueba,RMSE_Prueba,NMAE_Pct_Prueba,NRMSE_Pct_Prueba,MAPE_Pct_Prueba,R2_Prueba,R2_Baseline_Media_Train,R2_Baseline_Estacional_12m,Supera_Baseline_Estacional
Exp04,Exp04,2026-08-12 21:03:27.965668,Gestión Hídrica,Regresión,VolumenUtilDiarioMasa,VolumenUtilDiarioMasa,LSTM,RobustScaler,Train,scaler.pkl,StandardScaler,scaler_y.pkl,y_train,12,1,9,336,232,52,52,Temporal por Nodo usando Fecha_Objetivo,32,0.2,0.0005,32,100,18,0.05922786146402359,15.830302000045776,MODELO REQUIERE AJUSTES,24541243.076923076,35650026.58236696,5.670764272603847,8.23767958399647,5.385774835385176,-0.8778189058560923,-0.15953400168672927,-6.112020474850878,True
