Experimento,Variable_Objetivo,Accuracy_Temporal,Precision_Temporal,Recall_Temporal,F1_Temporal,Accuracy_Prueba,Precision_Prueba,Recall_Prueba,F1_Prueba,Especificidad,Accuracy_Balanceada,Estado_Oficial,Conclusion
Exp01,irca,0.9574,1.0,0.5417,0.7027,0.8462,0.0,0.0,0.0,1.0,0.5,Bueno,Modelo no apto para detección operacional del objetivo; requiere optimización.
