Experimento,Fecha,Dominio,Variable_Objetivo,Modelo,Metodo_Transformacion,Ventana,Variables_Predictoras,Muestras,Train,Validacion,Prueba,Neuronas,Dropout,Learning_Rate,Batch_Size,Epocas_Config,Epocas_Ejecutadas,Loss_Train,Loss_Validacion,Loss_Prueba,Accuracy_Train,Accuracy_Validacion,Accuracy_Prueba,Accuracy,Precision,Recall,F1_Score,Especificidad,Accuracy_Balanceada,Estado_General,Tiempo_Segundos
Exp01-V3,2026-07-30 21:23:57.890993,Gestión Hídrica,irca,LSTM,Escalado MinMax,12,8,516,361,77,78,32,0.2,0.001,32,100,17,0.05206235498189926,1.122428059577942,0.17550313472747803,0.9940652847290039,0.9090909361839294,0.9102563858032227,0.9102564102564102,1.0,0.4166666666666667,0.5882352941176471,1.0,0.7083333333333334,MODELO APROBADO,7.355789422988892
