Experimento,Experimento_Fuente_C13,Fecha,Dominio,Tipo_Problema,Variable_Objetivo,Variable_Objetivo_Cientifico,Modelo,Metodo_Transformacion,Scaler_Ajustado_En,Scaler,Ventana,Horizonte,Variables_Predictoras,Muestras,Train,Validacion,Prueba,Estrategia_Split,Neuronas_LSTM,Dropout,Learning_Rate,Batch_Size,Epocas_Config,Epocas_Ejecutadas,Loss_Prueba,Tiempo_Segundos,Estado_General,Accuracy_Prueba,Precision_Prueba,Recall_Prueba,F1_Prueba,Especificidad_Prueba,Accuracy_Balanceada_Prueba,AUC_ROC_Prueba,Clases_Test
Exp01,Exp01,2026-08-12 20:18:59.529744,Gestión Hídrica,Clasificación,nivel_de_riesgo,irca,LSTM,RobustScaler,Train,scaler.pkl,12,1,8,480,336,72,72,Temporal por Nodo usando Fecha_Objetivo,32,0.2,0.001,32,100,18,0.22919198870658875,17.508954286575317,EVALUACION LIMITADA - TEST CON UNA SOLA CLASE,1.0,0.0,0.0,0.0,1.0,0.5,,1
